#alarm_message
id,number,timestamp,status,device_id
25,device25,MAC25,Franka St.25,25
26,device26,MAC26,Franka St.26,26
27,device27,MAC27,Franka St.27,27
28,device28,MAC28,Franka St.28,28
29,device29,MAC29,Franka St.29,29
30,device30,MAC30,Franka St.30,30
31,device31,MAC31,Franka St.31,31
32,device32,MAC32,Franka St.32,32
33,device33,MAC33,Franka St.33,33
34,device34,MAC34,Franka St.34,34
35,device35,MAC35,Franka St.35,35
36,device36,MAC36,Franka St.36,36
37,device37,MAC37,Franka St.37,37
38,device38,MAC38,Franka St.38,38
39,device39,MAC39,Franka St.39,39
40,device40,MAC40,Franka St.40,40
41,device41,MAC41,Franka St.41,41
42,device42,MAC42,Franka St.42,42
43,device43,MAC43,Franka St.43,43
44,device44,MAC44,Franka St.44,44
45,device45,MAC45,Franka St.45,45
46,device46,MAC46,Franka St.46,46
47,device47,MAC47,Franka St.47,47
48,device48,MAC48,Franka St.48,48
49,device49,MAC49,Franka St.49,49
50,device50,MAC50,Franka St.50,50
51,device51,MAC51,Franka St.51,51
52,device52,MAC52,Franka St.52,52
53,device53,MAC53,Franka St.53,53
54,device54,MAC54,Franka St.54,54
55,device55,MAC55,Franka St.55,55
56,device56,MAC56,Franka St.56,56
57,device57,MAC57,Franka St.57,57
58,device58,MAC58,Franka St.58,58
59,device59,MAC59,Franka St.59,59
60,device60,MAC60,Franka St.60,60
61,device61,MAC61,Franka St.61,61
62,device62,MAC62,Franka St.62,62
63,device63,MAC63,Franka St.63,63
64,device64,MAC64,Franka St.64,64
65,device65,MAC65,Franka St.65,65
66,device66,MAC66,Franka St.66,66
67,device67,MAC67,Franka St.67,67
68,device68,MAC68,Franka St.68,68
69,device69,MAC69,Franka St.69,69
70,device70,MAC70,Franka St.70,70
71,device71,MAC71,Franka St.71,71
72,device72,MAC72,Franka St.72,72
73,device73,MAC73,Franka St.73,73
74,device74,MAC74,Franka St.74,74
75,device75,MAC75,Franka St.75,75
76,device76,MAC76,Franka St.76,76
77,device77,MAC77,Franka St.77,77
78,device78,MAC78,Franka St.78,78
79,device79,MAC79,Franka St.79,79
80,device80,MAC80,Franka St.80,80
81,device81,MAC81,Franka St.81,81
82,device82,MAC82,Franka St.82,82
83,device83,MAC83,Franka St.83,83
84,device84,MAC84,Franka St.84,84
85,device85,MAC85,Franka St.85,85
86,device86,MAC86,Franka St.86,86
87,device87,MAC87,Franka St.87,87
88,device88,MAC88,Franka St.88,88
89,device89,MAC89,Franka St.89,89
90,device90,MAC90,Franka St.90,90
91,device91,MAC91,Franka St.91,91
92,device92,MAC92,Franka St.92,92
93,device93,MAC93,Franka St.93,93
94,device94,MAC94,Franka St.94,94
95,device95,MAC95,Franka St.95,95
96,device96,MAC96,Franka St.96,96
97,device97,MAC97,Franka St.97,97
98,device98,MAC98,Franka St.98,98
99,device99,MAC99,Franka St.99,99
100,device100,MAC100,Franka St.100,100
101,device101,MAC101,Franka St.101,101
102,device102,MAC102,Franka St.102,102
103,device103,MAC103,Franka St.103,103
104,device104,MAC104,Franka St.104,104
105,device105,MAC105,Franka St.105,105
106,device106,MAC106,Franka St.106,106
107,device107,MAC107,Franka St.107,107
108,device108,MAC108,Franka St.108,108
109,device109,MAC109,Franka St.109,109
110,device110,MAC110,Franka St.110,110
111,device111,MAC111,Franka St.111,111
112,device112,MAC112,Franka St.112,112
113,device113,MAC113,Franka St.113,113
114,device114,MAC114,Franka St.114,114
115,device115,MAC115,Franka St.115,115
116,device116,MAC116,Franka St.116,116
117,device117,MAC117,Franka St.117,117
118,device118,MAC118,Franka St.118,118
119,device119,MAC119,Franka St.119,119
120,device120,MAC120,Franka St.120,120
121,device121,MAC121,Franka St.121,121
122,device122,MAC122,Franka St.122,122
123,device123,MAC123,Franka St.123,123
124,device124,MAC124,Franka St.124,124
125,device125,MAC125,Franka St.125,125
126,device126,MAC126,Franka St.126,126
127,device127,MAC127,Franka St.127,127
128,device128,MAC128,Franka St.128,128
129,device129,MAC129,Franka St.129,129
130,device130,MAC130,Franka St.130,130
131,device131,MAC131,Franka St.131,131
132,device132,MAC132,Franka St.132,132
133,device133,MAC133,Franka St.133,133
134,device134,MAC134,Franka St.134,134
135,device135,MAC135,Franka St.135,135
136,device136,MAC136,Franka St.136,136
137,device137,MAC137,Franka St.137,137
138,device138,MAC138,Franka St.138,138
139,device139,MAC139,Franka St.139,139
140,device140,MAC140,Franka St.140,140
141,device141,MAC141,Franka St.141,141
142,device142,MAC142,Franka St.142,142
143,device143,MAC143,Franka St.143,143
144,device144,MAC144,Franka St.144,144
145,device145,MAC145,Franka St.145,145
146,device146,MAC146,Franka St.146,146
147,device147,MAC147,Franka St.147,147
148,device148,MAC148,Franka St.148,148
149,device149,MAC149,Franka St.149,149
150,device150,MAC150,Franka St.150,150
#journal
id,name
1,name1
2,name2
3,name3
4,name4
5,name5
6,name6
7,name7
8,name8
9,name9
10,name10
11,name11
12,name12
13,name13
14,name14
15,name15
16,name16
17,name17
18,name18
19,name19
20,name20
21,name21
22,name22
23,name23
24,name24
25,name25
26,name26
27,name27
28,name28
29,name29
30,name30
31,name31
32,name32
33,name33
34,name34
35,name35
36,name36
37,name37
38,name38
39,name39
40,name40
41,name41
42,name42
43,name43
44,name44
45,name45
46,name46
47,name47
48,name48
49,name49
50,name50
51,name51
52,name52
53,name53
54,name54
55,name55
56,name56
57,name57
58,name58
59,name59
60,name60
61,name61
62,name62
63,name63
64,name64
65,name65
66,name66
67,name67
68,name68
69,name69
70,name70
71,name71
72,name72
73,name73
74,name74
75,name75
76,name76
77,name77
78,name78
79,name79
80,name80
81,name81
82,name82
83,name83
84,name84
85,name85
86,name86
87,name87
88,name88
89,name89
90,name90
91,name91
92,name92
93,name93
94,name94
95,name95
96,name96
97,name97
98,name98
99,name99
100,name100
101,name101
102,name102
103,name103
104,name104
105,name105
106,name106
107,name107
108,name108
109,name109
110,name110
111,name111
112,name112
113,name113
114,name114
115,name115
116,name116
117,name117
118,name118
119,name119
120,name120
121,name121
122,name122
123,name123
124,name124
125,name125
126,name126
127,name127
128,name128
129,name129
130,name130
131,name131
132,name132
133,name133
134,name134
135,name135
136,name136
137,name137
138,name138
139,name139
140,name140
141,name141
142,name142
143,name143
144,name144
145,name145
146,name146
147,name147
148,name148
149,name149
150,name150
#sensor
id,data_type,device_id
1,type1,1
2,type2,2
3,type3,3
4,type4,4
5,type5,5
6,type6,6
7,type7,7
8,type8,8
9,type9,9
10,type10,10
11,type11,11
12,type12,12
13,type13,13
14,type14,14
15,type15,15
16,type16,16
17,type17,17
18,type18,18
19,type19,19
20,type20,20
21,type21,21
22,type22,22
23,type23,23
24,type24,24
25,type25,25
26,type26,26
27,type27,27
28,type28,28
29,type29,29
30,type30,30
31,type31,31
32,type32,32
33,type33,33
34,type34,34
35,type35,35
36,type36,36
37,type37,37
38,type38,38
39,type39,39
40,type40,40
41,type41,41
42,type42,42
43,type43,43
44,type44,44
45,type45,45
46,type46,46
47,type47,47
48,type48,48
49,type49,49
50,type50,50
51,type51,51
52,type52,52
53,type53,53
54,type54,54
55,type55,55
56,type56,56
57,type57,57
58,type58,58
59,type59,59
60,type60,60
61,type61,61
62,type62,62
63,type63,63
64,type64,64
65,type65,65
66,type66,66
67,type67,67
68,type68,68
69,type69,69
70,type70,70
71,type71,71
72,type72,72
73,type73,73
74,type74,74
75,type75,75
76,type76,76
77,type77,77
78,type78,78
79,type79,79
80,type80,80
81,type81,81
82,type82,82
83,type83,83
84,type84,84
85,type85,85
86,type86,86
87,type87,87
88,type88,88
89,type89,89
90,type90,90
91,type91,91
92,type92,92
93,type93,93
94,type94,94
95,type95,95
96,type96,96
97,type97,97
98,type98,98
99,type99,99
100,type100,100
101,type101,101
102,type102,102
103,type103,103
104,type104,104
105,type105,105
106,type106,106
107,type107,107
108,type108,108
109,type109,109
110,type110,110
111,type111,111
112,type112,112
113,type113,113
114,type114,114
115,type115,115
116,type116,116
117,type117,117
118,type118,118
119,type119,119
120,type120,120
121,type121,121
122,type122,122
123,type123,123
124,type124,124
125,type125,125
126,type126,126
127,type127,127
128,type128,128
129,type129,129
130,type130,130
131,type131,131
132,type132,132
133,type133,133
134,type134,134
135,type135,135
136,type136,136
137,type137,137
138,type138,138
139,type139,139
140,type140,140
141,type141,141
142,type142,142
143,type143,143
144,type144,144
145,type145,145
146,type146,146
147,type147,147
148,type148,148
149,type149,149
150,type150,150
#security_system
id,access_code,status,location
1,code:1,secure1,Bandery St.1
2,code:2,secure2,Bandery St.2
3,code:3,secure3,Bandery St.3
4,code:4,secure4,Bandery St.4
5,code:5,secure5,Bandery St.5
6,code:6,secure6,Bandery St.6
7,code:7,secure7,Bandery St.7
8,code:8,secure8,Bandery St.8
9,code:9,secure9,Bandery St.9
10,code:10,secure10,Bandery St.10
11,code:11,secure11,Bandery St.11
12,code:12,secure12,Bandery St.12
13,code:13,secure13,Bandery St.13
14,code:14,secure14,Bandery St.14
15,code:15,secure15,Bandery St.15
16,code:16,secure16,Bandery St.16
17,code:17,secure17,Bandery St.17
18,code:18,secure18,Bandery St.18
19,code:19,secure19,Bandery St.19
20,code:20,secure20,Bandery St.20
21,code:21,secure21,Bandery St.21
22,code:22,secure22,Bandery St.22
23,code:23,secure23,Bandery St.23
24,code:24,secure24,Bandery St.24
25,code:25,secure25,Bandery St.25
26,code:26,secure26,Bandery St.26
27,code:27,secure27,Bandery St.27
28,code:28,secure28,Bandery St.28
29,code:29,secure29,Bandery St.29
30,code:30,secure30,Bandery St.30
31,code:31,secure31,Bandery St.31
32,code:32,secure32,Bandery St.32
33,code:33,secure33,Bandery St.33
34,code:34,secure34,Bandery St.34
35,code:35,secure35,Bandery St.35
36,code:36,secure36,Bandery St.36
37,code:37,secure37,Bandery St.37
38,code:38,secure38,Bandery St.38
39,code:39,secure39,Bandery St.39
40,code:40,secure40,Bandery St.40
41,code:41,secure41,Bandery St.41
42,code:42,secure42,Bandery St.42
43,code:43,secure43,Bandery St.43
44,code:44,secure44,Bandery St.44
45,code:45,secure45,Bandery St.45
46,code:46,secure46,Bandery St.46
47,code:47,secure47,Bandery St.47
48,code:48,secure48,Bandery St.48
49,code:49,secure49,Bandery St.49
50,code:50,secure50,Bandery St.50
51,code:51,secure51,Bandery St.51
52,code:52,secure52,Bandery St.52
53,code:53,secure53,Bandery St.53
54,code:54,secure54,Bandery St.54
55,code:55,secure55,Bandery St.55
56,code:56,secure56,Bandery St.56
57,code:57,secure57,Bandery St.57
58,code:58,secure58,Bandery St.58
59,code:59,secure59,Bandery St.59
60,code:60,secure60,Bandery St.60
61,code:61,secure61,Bandery St.61
62,code:62,secure62,Bandery St.62
63,code:63,secure63,Bandery St.63
64,code:64,secure64,Bandery St.64
65,code:65,secure65,Bandery St.65
66,code:66,secure66,Bandery St.66
67,code:67,secure67,Bandery St.67
68,code:68,secure68,Bandery St.68
69,code:69,secure69,Bandery St.69
70,code:70,secure70,Bandery St.70
71,code:71,secure71,Bandery St.71
72,code:72,secure72,Bandery St.72
73,code:73,secure73,Bandery St.73
74,code:74,secure74,Bandery St.74
75,code:75,secure75,Bandery St.75
76,code:76,secure76,Bandery St.76
77,code:77,secure77,Bandery St.77
78,code:78,secure78,Bandery St.78
79,code:79,secure79,Bandery St.79
80,code:80,secure80,Bandery St.80
81,code:81,secure81,Bandery St.81
82,code:82,secure82,Bandery St.82
83,code:83,secure83,Bandery St.83
84,code:84,secure84,Bandery St.84
85,code:85,secure85,Bandery St.85
86,code:86,secure86,Bandery St.86
87,code:87,secure87,Bandery St.87
88,code:88,secure88,Bandery St.88
89,code:89,secure89,Bandery St.89
90,code:90,secure90,Bandery St.90
91,code:91,secure91,Bandery St.91
92,code:92,secure92,Bandery St.92
93,code:93,secure93,Bandery St.93
94,code:94,secure94,Bandery St.94
95,code:95,secure95,Bandery St.95
96,code:96,secure96,Bandery St.96
97,code:97,secure97,Bandery St.97
98,code:98,secure98,Bandery St.98
99,code:99,secure99,Bandery St.99
100,code:100,secure100,Bandery St.100
101,code:101,secure101,Bandery St.101
102,code:102,secure102,Bandery St.102
103,code:103,secure103,Bandery St.103
104,code:104,secure104,Bandery St.104
105,code:105,secure105,Bandery St.105
106,code:106,secure106,Bandery St.106
107,code:107,secure107,Bandery St.107
108,code:108,secure108,Bandery St.108
109,code:109,secure109,Bandery St.109
110,code:110,secure110,Bandery St.110
111,code:111,secure111,Bandery St.111
112,code:112,secure112,Bandery St.112
113,code:113,secure113,Bandery St.113
114,code:114,secure114,Bandery St.114
115,code:115,secure115,Bandery St.115
116,code:116,secure116,Bandery St.116
117,code:117,secure117,Bandery St.117
118,code:118,secure118,Bandery St.118
119,code:119,secure119,Bandery St.119
120,code:120,secure120,Bandery St.120
121,code:121,secure121,Bandery St.121
122,code:122,secure122,Bandery St.122
123,code:123,secure123,Bandery St.123
124,code:124,secure124,Bandery St.124
125,code:125,secure125,Bandery St.125
126,code:126,secure126,Bandery St.126
127,code:127,secure127,Bandery St.127
128,code:128,secure128,Bandery St.128
129,code:129,secure129,Bandery St.129
130,code:130,secure130,Bandery St.130
131,code:131,secure131,Bandery St.131
132,code:132,secure132,Bandery St.132
133,code:133,secure133,Bandery St.133
134,code:134,secure134,Bandery St.134
135,code:135,secure135,Bandery St.135
136,code:136,secure136,Bandery St.136
137,code:137,secure137,Bandery St.137
138,code:138,secure138,Bandery St.138
139,code:139,secure139,Bandery St.139
140,code:140,secure140,Bandery St.140
141,code:141,secure141,Bandery St.141
142,code:142,secure142,Bandery St.142
143,code:143,secure143,Bandery St.143
144,code:144,secure144,Bandery St.144
145,code:145,secure145,Bandery St.145
146,code:146,secure146,Bandery St.146
147,code:147,secure147,Bandery St.147
148,code:148,secure148,Bandery St.148
149,code:149,secure149,Bandery St.149
150,code:150,secure150,Bandery St.150
#user
id,fullname,email,phone_number
1,User1,email@lpnu.ua1,phone_number1
2,User2,email@lpnu.ua2,phone_number2
3,User3,email@lpnu.ua3,phone_number3
4,User4,email@lpnu.ua4,phone_number4
5,User5,email@lpnu.ua5,phone_number5
6,User6,email@lpnu.ua6,phone_number6
7,User7,email@lpnu.ua7,phone_number7
8,User8,email@lpnu.ua8,phone_number8
9,User9,email@lpnu.ua9,phone_number9
10,User10,email@lpnu.ua10,phone_number10
11,User11,email@lpnu.ua11,phone_number11
12,User12,email@lpnu.ua12,phone_number12
13,User13,email@lpnu.ua13,phone_number13
14,User14,email@lpnu.ua14,phone_number14
15,User15,email@lpnu.ua15,phone_number15
16,User16,email@lpnu.ua16,phone_number16
17,User17,email@lpnu.ua17,phone_number17
18,User18,email@lpnu.ua18,phone_number18
19,User19,email@lpnu.ua19,phone_number19
20,User20,email@lpnu.ua20,phone_number20
21,User21,email@lpnu.ua21,phone_number21
22,User22,email@lpnu.ua22,phone_number22
23,User23,email@lpnu.ua23,phone_number23
24,User24,email@lpnu.ua24,phone_number24
25,User25,email@lpnu.ua25,phone_number25
26,User26,email@lpnu.ua26,phone_number26
27,User27,email@lpnu.ua27,phone_number27
28,User28,email@lpnu.ua28,phone_number28
29,User29,email@lpnu.ua29,phone_number29
30,User30,email@lpnu.ua30,phone_number30
31,User31,email@lpnu.ua31,phone_number31
32,User32,email@lpnu.ua32,phone_number32
33,User33,email@lpnu.ua33,phone_number33
34,User34,email@lpnu.ua34,phone_number34
35,User35,email@lpnu.ua35,phone_number35
36,User36,email@lpnu.ua36,phone_number36
37,User37,email@lpnu.ua37,phone_number37
38,User38,email@lpnu.ua38,phone_number38
39,User39,email@lpnu.ua39,phone_number39
40,User40,email@lpnu.ua40,phone_number40
41,User41,email@lpnu.ua41,phone_number41
42,User42,email@lpnu.ua42,phone_number42
43,User43,email@lpnu.ua43,phone_number43
44,User44,email@lpnu.ua44,phone_number44
45,User45,email@lpnu.ua45,phone_number45
46,User46,email@lpnu.ua46,phone_number46
47,User47,email@lpnu.ua47,phone_number47
48,User48,email@lpnu.ua48,phone_number48
49,User49,email@lpnu.ua49,phone_number49
50,User50,email@lpnu.ua50,phone_number50
51,User51,email@lpnu.ua51,phone_number51
52,User52,email@lpnu.ua52,phone_number52
53,User53,email@lpnu.ua53,phone_number53
54,User54,email@lpnu.ua54,phone_number54
55,User55,email@lpnu.ua55,phone_number55
56,User56,email@lpnu.ua56,phone_number56
57,User57,email@lpnu.ua57,phone_number57
58,User58,email@lpnu.ua58,phone_number58
59,User59,email@lpnu.ua59,phone_number59
60,User60,email@lpnu.ua60,phone_number60
61,User61,email@lpnu.ua61,phone_number61
62,User62,email@lpnu.ua62,phone_number62
63,User63,email@lpnu.ua63,phone_number63
64,User64,email@lpnu.ua64,phone_number64
65,User65,email@lpnu.ua65,phone_number65
66,User66,email@lpnu.ua66,phone_number66
67,User67,email@lpnu.ua67,phone_number67
68,User68,email@lpnu.ua68,phone_number68
69,User69,email@lpnu.ua69,phone_number69
70,User70,email@lpnu.ua70,phone_number70
71,User71,email@lpnu.ua71,phone_number71
72,User72,email@lpnu.ua72,phone_number72
73,User73,email@lpnu.ua73,phone_number73
74,User74,email@lpnu.ua74,phone_number74
75,User75,email@lpnu.ua75,phone_number75
76,User76,email@lpnu.ua76,phone_number76
77,User77,email@lpnu.ua77,phone_number77
78,User78,email@lpnu.ua78,phone_number78
79,User79,email@lpnu.ua79,phone_number79
80,User80,email@lpnu.ua80,phone_number80
81,User81,email@lpnu.ua81,phone_number81
82,User82,email@lpnu.ua82,phone_number82
83,User83,email@lpnu.ua83,phone_number83
84,User84,email@lpnu.ua84,phone_number84
85,User85,email@lpnu.ua85,phone_number85
86,User86,email@lpnu.ua86,phone_number86
87,User87,email@lpnu.ua87,phone_number87
88,User88,email@lpnu.ua88,phone_number88
89,User89,email@lpnu.ua89,phone_number89
90,User90,email@lpnu.ua90,phone_number90
91,User91,email@lpnu.ua91,phone_number91
92,User92,email@lpnu.ua92,phone_number92
93,User93,email@lpnu.ua93,phone_number93
94,User94,email@lpnu.ua94,phone_number94
95,User95,email@lpnu.ua95,phone_number95
96,User96,email@lpnu.ua96,phone_number96
97,User97,email@lpnu.ua97,phone_number97
98,User98,email@lpnu.ua98,phone_number98
